,n_sim,n_p,n_p_f
15416,3854,2,2
15417,3854,3,1
15418,3854,5,1
15419,3854,6,2
15420,3855,2,2
15421,3855,3,1
15422,3855,5,2
15423,3855,6,2
15424,3856,2,2
15425,3856,3,2
15426,3856,5,2
15427,3856,6,2
15428,3857,2,2
15429,3857,3,1
15430,3857,5,3
15431,3857,6,2
15432,3858,2,2
15433,3858,-1,-1
15434,3858,5,2
15435,3858,6,2
15436,3859,2,2
15437,3859,3,1
15438,3859,5,2
15439,3859,6,2
15440,3860,2,2
15441,3860,3,2
15442,3860,5,1
15443,3860,6,2
15444,3861,2,2
15445,3861,3,2
15446,3861,5,2
15447,3861,6,2
15448,3862,2,2
15449,3862,3,2
15450,3862,5,1
15451,3862,6,2
15452,3863,2,2
15453,3863,3,1
15454,3863,5,2
15455,3863,-1,-1
15456,3864,2,2
15457,3864,3,2
15458,3864,5,2
15459,3864,6,1
15460,3865,2,2
15461,3865,3,2
15462,3865,5,2
15463,3865,6,2
15464,3866,2,2
15465,3866,3,2
15466,3866,5,2
15467,3866,6,2
15468,3867,-1,-1
15469,3867,3,2
15470,3867,5,2
15471,3867,6,2
15472,3868,2,2
15473,3868,3,1
15474,3868,5,2
15475,3868,6,1
15476,3869,2,2
15477,3869,3,2
15478,3869,5,2
15479,3869,6,1
15480,3870,-1,-1
15481,3870,3,2
15482,3870,5,1
15483,3870,6,2
15484,3871,2,1
15485,3871,3,2
15486,3871,5,6
15487,3871,6,1
15488,3872,-1,-1
15489,3872,3,1
15490,3872,5,1
15491,3872,6,1
15492,3873,2,2
15493,3873,3,2
15494,3873,5,1
15495,3873,6,2
15496,3874,2,2
15497,3874,3,1
15498,3874,5,2
15499,3874,6,2
15500,3875,2,2
15501,3875,3,2
15502,3875,5,1
15503,3875,6,2
15504,3876,2,1
15505,3876,3,1
15506,3876,5,2
15507,3876,6,2
15508,3877,2,1
15509,3877,3,1
15510,3877,5,2
15511,3877,6,1
15512,3878,2,2
15513,3878,3,1
15514,3878,5,2
15515,3878,6,2
15516,3879,2,1
15517,3879,3,1
15518,3879,5,1
15519,3879,6,1
15520,3880,2,1
15521,3880,3,1
15522,3880,5,1
15523,3880,6,1
15524,3881,2,2
15525,3881,3,1
15526,3881,5,2
15527,3881,6,1
15528,3882,2,2
15529,3882,3,1
15530,3882,5,1
15531,3882,6,2
15532,3883,2,1
15533,3883,3,2
15534,3883,5,1
15535,3883,6,2
15536,3884,2,2
15537,3884,3,2
15538,3884,5,1
15539,3884,6,1
15540,3885,2,2
15541,3885,3,2
15542,3885,5,2
15543,3885,6,1
15544,3886,2,1
15545,3886,3,1
15546,3886,5,1
15547,3886,6,2
15548,3887,2,2
15549,3887,-1,-1
15550,3887,5,2
15551,3887,6,1
15552,3888,2,1
15553,3888,3,2
15554,3888,-1,-1
15555,3888,6,1
15556,3889,2,1
15557,3889,3,1
15558,3889,5,2
15559,3889,6,2
15560,3890,2,2
15561,3890,3,2
15562,3890,5,2
15563,3890,6,2
15564,3891,2,1
15565,3891,3,2
15566,3891,5,2
15567,3891,6,2
15568,3892,2,2
15569,3892,3,6
15570,3892,5,2
15571,3892,6,3
15572,3893,2,1
15573,3893,3,2
15574,3893,5,1
15575,3893,6,1
15576,3894,2,2
15577,3894,3,2
15578,3894,5,2
15579,3894,6,1
15580,3895,2,1
15581,3895,3,2
15582,3895,5,1
15583,3895,6,2
15584,3896,2,2
15585,3896,3,2
15586,3896,5,2
15587,3896,6,2
15588,3897,2,1
15589,3897,3,1
15590,3897,-1,-1
15591,3897,6,2
15592,3898,2,2
15593,3898,3,2
15594,3898,5,2
15595,3898,6,1
15596,3899,2,1
15597,3899,3,1
15598,3899,5,1
15599,3899,6,1
15600,3900,2,2
15601,3900,3,1
15602,3900,5,2
15603,3900,6,2
15604,3901,2,2
15605,3901,3,2
15606,3901,5,1
15607,3901,6,1
15608,3902,2,2
15609,3902,3,1
15610,3902,5,2
15611,3902,6,1
15612,3903,2,1
15613,3903,-1,-1
15614,3903,-1,-1
15615,3903,6,2
15616,3904,2,1
15617,3904,3,2
15618,3904,5,1
15619,3904,6,1
15620,3905,-1,-1
15621,3905,3,1
15622,3905,5,2
15623,3905,6,2
15624,3906,2,2
15625,3906,3,3
15626,3906,5,1
15627,3906,6,2
15628,3907,2,2
15629,3907,3,2
15630,3907,5,1
15631,3907,6,2
15632,3908,2,2
15633,3908,3,1
15634,3908,5,2
15635,3908,6,2
15636,3909,2,2
15637,3909,3,2
15638,3909,5,2
15639,3909,6,2
15640,3910,2,1
15641,3910,3,2
15642,3910,5,2
15643,3910,6,2
15644,3911,2,1
15645,3911,3,1
15646,3911,5,6
15647,3911,6,1
15648,3912,2,1
15649,3912,3,1
15650,3912,5,1
15651,3912,6,1
15652,3913,2,1
15653,3913,3,2
15654,3913,5,2
15655,3913,6,2
15656,3914,2,2
15657,3914,3,2
15658,3914,5,1
15659,3914,6,2
15660,3915,2,2
15661,3915,3,1
15662,3915,5,2
15663,3915,6,2
15664,3916,2,2
15665,3916,3,2
15666,3916,5,1
15667,3916,6,2
15668,3917,2,2
15669,3917,3,2
15670,3917,5,1
15671,3917,6,1
15672,3918,2,1
15673,3918,3,1
15674,3918,5,1
15675,3918,6,2
15676,3919,2,2
15677,3919,3,3
15678,3919,5,2
15679,3919,6,1
15680,3920,2,2
15681,3920,3,2
15682,3920,5,1
15683,3920,6,2
15684,3921,2,3
15685,3921,3,2
15686,3921,5,2
15687,3921,6,3
15688,3922,2,1
15689,3922,3,1
15690,3922,5,1
15691,3922,6,1
15692,3923,2,1
15693,3923,3,1
15694,3923,5,2
15695,3923,6,2
15696,3924,2,2
15697,3924,3,2
15698,3924,5,2
15699,3924,6,2
15700,3925,2,2
15701,3925,3,2
15702,3925,5,2
15703,3925,6,2
15704,3926,2,2
15705,3926,3,2
15706,3926,5,1
15707,3926,6,1
15708,3927,2,1
15709,3927,3,1
15710,3927,5,1
15711,3927,-1,-1
15712,3928,2,2
15713,3928,3,1
15714,3928,5,1
15715,3928,6,1
15716,3929,2,2
15717,3929,3,1
15718,3929,5,1
15719,3929,6,2
15720,3930,2,2
15721,3930,3,2
15722,3930,5,2
15723,3930,6,1
15724,3931,2,1
15725,3931,3,2
15726,3931,5,2
15727,3931,6,1
15728,3932,2,1
15729,3932,3,1
15730,3932,5,2
15731,3932,6,1
15732,3933,2,1
15733,3933,3,1
15734,3933,5,1
15735,3933,6,1
15736,3934,2,2
15737,3934,3,1
15738,3934,5,2
15739,3934,-1,-1
15740,3935,2,2
15741,3935,3,2
15742,3935,5,1
15743,3935,6,1
15744,3936,2,2
15745,3936,3,1
15746,3936,-1,-1
15747,3936,6,6
15748,3937,2,1
15749,3937,3,1
15750,3937,5,2
15751,3937,6,1
15752,3938,2,2
15753,3938,3,2
15754,3938,5,6
15755,3938,6,1
15756,3939,2,1
15757,3939,3,2
15758,3939,5,2
15759,3939,6,2
15760,3940,2,1
15761,3940,3,2
15762,3940,5,1
15763,3940,6,2
15764,3941,2,1
15765,3941,-1,-1
15766,3941,5,2
15767,3941,6,1
15768,3942,2,2
15769,3942,3,2
15770,3942,5,2
15771,3942,6,3
15772,3943,2,2
15773,3943,3,1
15774,3943,-1,-1
15775,3943,6,2
15776,3944,2,2
15777,3944,3,1
15778,3944,5,1
15779,3944,6,2
15780,3945,2,1
15781,3945,3,2
15782,3945,5,2
15783,3945,6,2
15784,3946,2,2
15785,3946,3,2
15786,3946,5,1
15787,3946,6,2
15788,3947,-1,-1
15789,3947,3,1
15790,3947,5,2
15791,3947,6,2
15792,3948,2,1
15793,3948,3,1
15794,3948,5,2
15795,3948,6,2
15796,3949,2,1
15797,3949,3,2
15798,3949,5,2
15799,3949,6,1
15800,3950,2,2
15801,3950,3,1
15802,3950,5,1
15803,3950,6,1
15804,3951,2,1
15805,3951,3,2
15806,3951,5,2
15807,3951,6,2
15808,3952,2,2
15809,3952,3,1
15810,3952,5,2
15811,3952,6,2
15812,3953,2,1
15813,3953,3,2
15814,3953,5,1
15815,3953,6,1
15816,3954,2,2
15817,3954,3,1
15818,3954,5,2
15819,3954,6,2
15820,3955,2,2
15821,3955,3,1
15822,3955,5,2
15823,3955,6,2
15824,3956,2,1
15825,3956,3,1
15826,3956,5,2
15827,3956,6,2
15828,3957,2,1
15829,3957,3,2
15830,3957,5,2
15831,3957,6,1
15832,3958,2,2
15833,3958,3,2
15834,3958,5,1
15835,3958,6,2
15836,3959,2,1
15837,3959,3,1
15838,3959,5,1
15839,3959,6,2
15840,3960,2,2
15841,3960,3,2
15842,3960,5,1
15843,3960,6,2
15844,3961,2,2
15845,3961,3,2
15846,3961,5,1
15847,3961,6,2
15848,3962,-1,-1
15849,3962,3,1
15850,3962,5,1
15851,3962,6,2
15852,3963,2,2
15853,3963,3,1
15854,3963,5,2
15855,3963,6,1
15856,3964,2,1
15857,3964,3,1
15858,3964,5,2
15859,3964,6,2
15860,3965,2,3
15861,3965,3,2
15862,3965,5,1
15863,3965,6,1
15864,3966,-1,-1
15865,3966,3,2
15866,3966,5,1
15867,3966,6,1
15868,3967,2,1
15869,3967,-1,-1
15870,3967,5,2
15871,3967,6,2
15872,3968,2,2
15873,3968,3,2
15874,3968,5,2
15875,3968,6,2
15876,3969,2,2
15877,3969,3,2
15878,3969,5,1
15879,3969,6,1
15880,3970,2,1
15881,3970,3,1
15882,3970,5,1
15883,3970,6,2
15884,3971,2,1
15885,3971,3,2
15886,3971,5,2
15887,3971,6,2
15888,3972,2,1
15889,3972,-1,-1
15890,3972,5,1
15891,3972,6,1
15892,3973,2,2
15893,3973,3,1
15894,3973,5,2
15895,3973,6,2
15896,3974,2,2
15897,3974,3,2
15898,3974,5,1
15899,3974,6,2
15900,3975,2,2
15901,3975,3,2
15902,3975,5,1
15903,3975,6,2
15904,3976,2,1
15905,3976,3,2
15906,3976,5,2
15907,3976,6,2
15908,3977,2,2
15909,3977,3,1
15910,3977,5,2
15911,3977,6,1
15912,3978,2,1
15913,3978,3,1
15914,3978,5,2
15915,3978,6,1
15916,3979,2,1
15917,3979,3,1
15918,3979,5,2
15919,3979,6,2
15920,3980,2,2
15921,3980,-1,-1
15922,3980,5,1
15923,3980,6,1
15924,3981,2,2
15925,3981,3,2
15926,3981,5,1
15927,3981,6,2
15928,3982,2,3
15929,3982,3,1
15930,3982,5,2
15931,3982,6,3
15932,3983,2,2
15933,3983,3,1
15934,3983,5,2
15935,3983,6,2
15936,3984,2,1
15937,3984,3,2
15938,3984,5,1
15939,3984,6,1
15940,3985,2,2
15941,3985,3,2
15942,3985,5,2
15943,3985,6,2
15944,3986,-1,-1
15945,3986,3,2
15946,3986,5,2
15947,3986,6,1
15948,3987,2,1
15949,3987,3,2
15950,3987,5,2
15951,3987,6,1
15952,3988,2,2
15953,3988,3,1
15954,3988,5,3
15955,3988,6,2
15956,3989,2,1
15957,3989,3,1
15958,3989,5,2
15959,3989,6,1
15960,3990,2,2
15961,3990,3,1
15962,3990,5,2
15963,3990,6,2
15964,3991,-1,-1
15965,3991,-1,-1
15966,3991,5,2
15967,3991,6,2
15968,3992,2,1
15969,3992,3,1
15970,3992,5,2
15971,3992,6,2
15972,3993,2,1
15973,3993,3,2
15974,3993,5,2
15975,3993,6,1
15976,3994,2,2
15977,3994,3,1
15978,3994,5,2
15979,3994,6,1
15980,3995,2,1
15981,3995,3,2
15982,3995,5,1
15983,3995,6,1
15984,3996,2,2
15985,3996,3,2
15986,3996,5,2
15987,3996,6,1
15988,3997,2,1
15989,3997,3,2
15990,3997,5,2
15991,3997,6,1
15992,3998,2,2
15993,3998,3,2
15994,3998,5,2
15995,3998,6,2
15996,3999,2,2
15997,3999,3,1
15998,3999,5,2
15999,3999,6,2
16000,4000,2,1
16001,4000,3,2
16002,4000,5,1
16003,4000,6,2
16004,4001,2,1
16005,4001,3,1
16006,4001,5,1
16007,4001,6,1
16008,4002,2,2
16009,4002,3,2
16010,4002,5,1
16011,4002,6,1
16012,4003,2,2
16013,4003,3,2
16014,4003,5,2
16015,4003,6,2
16016,4004,2,1
16017,4004,-1,-1
16018,4004,5,2
16019,4004,6,1
16020,4005,2,1
16021,4005,3,2
16022,4005,5,2
16023,4005,6,2
16024,4006,2,3
16025,4006,3,1
16026,4006,5,1
16027,4006,6,1
16028,4007,2,1
16029,4007,3,2
16030,4007,5,2
16031,4007,6,2
16032,4008,2,1
16033,4008,3,1
16034,4008,5,2
16035,4008,-1,-1
16036,4009,2,3
16037,4009,3,2
16038,4009,5,1
16039,4009,6,2
16040,4010,2,2
16041,4010,3,1
16042,4010,5,1
16043,4010,6,2
16044,4011,2,2
16045,4011,3,1
16046,4011,5,1
16047,4011,6,1
16048,4012,-1,-1
16049,4012,3,2
16050,4012,5,2
16051,4012,6,1
16052,4013,2,2
16053,4013,3,1
16054,4013,5,1
16055,4013,6,1
16056,4014,2,2
16057,4014,3,1
16058,4014,5,2
16059,4014,6,2
16060,4015,2,2
16061,4015,3,6
16062,4015,5,2
16063,4015,6,2
16064,4016,2,1
16065,4016,3,6
16066,4016,5,2
16067,4016,6,2
16068,4017,2,1
16069,4017,3,1
16070,4017,5,2
16071,4017,6,1
16072,4018,2,1
16073,4018,3,2
16074,4018,5,2
16075,4018,-1,-1
16076,4019,2,2
16077,4019,3,2
16078,4019,5,1
16079,4019,6,1
16080,4020,2,2
16081,4020,3,1
16082,4020,5,2
16083,4020,6,1
16084,4021,2,2
16085,4021,3,1
16086,4021,5,1
16087,4021,6,1
16088,4022,2,2
16089,4022,3,2
16090,4022,5,2
16091,4022,6,2
16092,4023,2,2
16093,4023,3,2
16094,4023,5,1
16095,4023,6,1
16096,4024,2,1
16097,4024,3,2
16098,4024,5,2
16099,4024,6,2
16100,4025,2,1
16101,4025,3,1
16102,4025,5,2
16103,4025,6,1
16104,4026,2,2
16105,4026,3,1
16106,4026,5,2
16107,4026,6,1
16108,4027,2,1
16109,4027,3,2
16110,4027,5,1
16111,4027,6,2
16112,4028,2,2
16113,4028,3,2
16114,4028,5,2
16115,4028,6,2
16116,4029,2,2
16117,4029,3,2
16118,4029,5,2
16119,4029,6,2
16120,4030,2,1
16121,4030,3,1
16122,4030,5,2
16123,4030,6,1
16124,4031,2,2
16125,4031,3,2
16126,4031,5,2
16127,4031,6,1
16128,4032,2,1
16129,4032,3,2
16130,4032,5,2
16131,4032,6,2
16132,4033,2,2
16133,4033,-1,-1
16134,4033,5,1
16135,4033,6,2
16136,4034,2,1
16137,4034,3,2
16138,4034,5,2
16139,4034,6,2
16140,4035,2,1
16141,4035,3,1
16142,4035,5,2
16143,4035,6,2
16144,4036,2,2
16145,4036,3,2
16146,4036,5,1
16147,4036,6,2
16148,4037,2,2
16149,4037,3,2
16150,4037,5,2
16151,4037,6,2
16152,4038,2,2
16153,4038,3,1
16154,4038,5,2
16155,4038,6,2
16156,4039,2,2
16157,4039,3,2
16158,4039,5,2
16159,4039,6,2
16160,4040,2,1
16161,4040,3,1
16162,4040,5,1
16163,4040,6,2
16164,4041,2,2
16165,4041,3,1
16166,4041,5,2
16167,4041,6,1
16168,4042,2,1
16169,4042,3,2
16170,4042,5,1
16171,4042,6,1
16172,4043,2,1
16173,4043,3,1
16174,4043,5,1
16175,4043,6,2
16176,4044,2,1
16177,4044,3,1
16178,4044,5,2
16179,4044,6,2
16180,4045,2,2
16181,4045,3,2
16182,4045,5,2
16183,4045,6,2
16184,4046,2,1
16185,4046,3,2
16186,4046,5,2
16187,4046,6,2
16188,4047,2,2
16189,4047,3,1
16190,4047,5,1
16191,4047,6,1
16192,4048,2,2
16193,4048,3,1
16194,4048,5,6
16195,4048,-1,-1
16196,4049,2,1
16197,4049,3,1
16198,4049,5,2
16199,4049,6,1
16200,4050,2,2
16201,4050,3,2
16202,4050,5,1
16203,4050,6,2
16204,4051,2,2
16205,4051,3,1
16206,4051,-1,-1
16207,4051,6,2
16208,4052,2,2
16209,4052,3,1
16210,4052,5,1
16211,4052,6,1
16212,4053,2,2
16213,4053,3,2
16214,4053,5,2
16215,4053,6,1
16216,4054,2,2
16217,4054,3,1
16218,4054,5,2
16219,4054,6,1
16220,4055,2,2
16221,4055,3,2
16222,4055,5,2
16223,4055,6,1
16224,4056,2,1
16225,4056,3,1
16226,4056,5,1
16227,4056,6,1
16228,4057,2,1
16229,4057,3,1
16230,4057,5,2
16231,4057,6,1
16232,4058,2,2
16233,4058,3,2
16234,4058,5,2
16235,4058,6,2
16236,4059,2,2
16237,4059,3,2
16238,4059,5,1
16239,4059,6,2
16240,4060,2,1
16241,4060,3,2
16242,4060,5,2
16243,4060,6,1
16244,4061,2,1
16245,4061,3,2
16246,4061,5,1
16247,4061,6,1
16248,4062,2,2
16249,4062,3,1
16250,4062,5,2
16251,4062,6,2
16252,4063,2,2
16253,4063,3,2
16254,4063,5,2
16255,4063,6,1
16256,4064,2,1
16257,4064,3,1
16258,4064,5,2
16259,4064,6,2
16260,4065,2,1
16261,4065,3,2
16262,4065,5,3
16263,4065,6,2
16264,4066,2,2
16265,4066,3,2
16266,4066,5,2
16267,4066,6,2
16268,4067,2,2
16269,4067,3,1
16270,4067,5,2
16271,4067,6,1
16272,4068,2,1
16273,4068,3,2
16274,4068,5,2
16275,4068,6,2
16276,4069,2,1
16277,4069,3,2
16278,4069,5,2
16279,4069,6,2
16280,4070,2,1
16281,4070,3,1
16282,4070,5,2
16283,4070,6,2
16284,4071,2,2
16285,4071,3,1
16286,4071,5,2
16287,4071,6,2
16288,4072,2,2
16289,4072,3,2
16290,4072,5,1
16291,4072,6,2
16292,4073,2,1
16293,4073,3,2
16294,4073,-1,-1
16295,4073,6,2
16296,4074,2,2
16297,4074,3,1
16298,4074,5,1
16299,4074,6,2
16300,4075,2,2
16301,4075,3,2
16302,4075,5,1
16303,4075,6,1
16304,4076,-1,-1
16305,4076,3,1
16306,4076,5,2
16307,4076,6,2
16308,4077,2,2
16309,4077,3,3
16310,4077,5,1
16311,4077,6,1
16312,4078,2,1
16313,4078,3,3
16314,4078,5,2
16315,4078,6,2
16316,4079,2,2
16317,4079,3,2
16318,4079,5,2
16319,4079,6,1
16320,4080,-1,-1
16321,4080,-1,-1
16322,4080,5,2
16323,4080,6,2
16324,4081,2,1
16325,4081,3,2
16326,4081,5,2
16327,4081,6,2
16328,4082,2,1
16329,4082,3,2
16330,4082,5,1
16331,4082,6,2
16332,4083,2,2
16333,4083,3,2
16334,4083,5,2
16335,4083,6,2
16336,4084,2,2
16337,4084,3,2
16338,4084,5,2
16339,4084,6,1
16340,4085,2,1
16341,4085,3,2
16342,4085,5,2
16343,4085,6,6
16344,4086,2,2
16345,4086,3,1
16346,4086,5,1
16347,4086,6,2
16348,4087,2,2
16349,4087,3,1
16350,4087,5,2
16351,4087,6,2
16352,4088,2,2
16353,4088,3,2
16354,4088,5,2
16355,4088,6,2
16356,4089,2,1
16357,4089,3,1
16358,4089,5,2
16359,4089,6,2
16360,4090,2,1
16361,4090,3,2
16362,4090,5,1
16363,4090,6,2
16364,4091,2,1
16365,4091,3,1
16366,4091,5,2
16367,4091,6,2
16368,4092,2,2
16369,4092,3,1
16370,4092,5,2
16371,4092,6,1
16372,4093,2,2
16373,4093,3,3
16374,4093,5,2
16375,4093,6,1
16376,4094,2,1
16377,4094,3,2
16378,4094,5,1
16379,4094,6,2
16380,4095,2,1
16381,4095,3,2
16382,4095,5,2
16383,4095,6,2
16384,4096,2,2
16385,4096,3,2
16386,4096,5,1
16387,4096,6,2
16388,4097,2,2
16389,4097,3,2
16390,4097,5,2
16391,4097,6,1
16392,4098,2,1
16393,4098,3,3
16394,4098,5,2
16395,4098,6,1
16396,4099,2,2
16397,4099,3,1
16398,4099,5,1
16399,4099,6,1
16400,4100,2,1
16401,4100,3,1
16402,4100,5,1
16403,4100,6,2
16404,4101,2,2
16405,4101,3,2
16406,4101,5,1
16407,4101,6,1
16408,4102,2,2
16409,4102,3,1
16410,4102,5,2
16411,4102,6,1
16412,4103,2,1
16413,4103,3,2
16414,4103,5,1
16415,4103,6,2
16416,4104,2,1
16417,4104,3,1
16418,4104,5,1
16419,4104,6,2
16420,4105,-1,-1
16421,4105,3,2
16422,4105,5,1
16423,4105,6,2
16424,4106,2,2
16425,4106,3,1
16426,4106,5,1
16427,4106,6,2
16428,4107,2,2
16429,4107,3,1
16430,4107,5,2
16431,4107,6,2
16432,4108,2,2
16433,4108,3,1
16434,4108,5,2
16435,4108,6,2
16436,4109,2,1
16437,4109,3,1
16438,4109,5,2
16439,4109,6,2
16440,4110,2,2
16441,4110,3,2
16442,4110,5,2
16443,4110,6,2
16444,4111,2,2
16445,4111,3,2
16446,4111,-1,-1
16447,4111,6,2
16448,4112,2,2
16449,4112,3,1
16450,4112,5,1
16451,4112,6,2
16452,4113,2,2
16453,4113,3,1
16454,4113,5,2
16455,4113,6,1
16456,4114,2,1
16457,4114,3,1
16458,4114,5,1
16459,4114,6,1
16460,4115,2,2
16461,4115,3,2
16462,4115,5,2
16463,4115,6,2
16464,4116,2,2
16465,4116,3,2
16466,4116,5,3
16467,4116,6,2
16468,4117,2,2
16469,4117,-1,-1
16470,4117,5,2
16471,4117,6,1
16472,4118,2,2
16473,4118,3,4
16474,4118,5,1
16475,4118,6,1
16476,4119,2,2
16477,4119,3,2
16478,4119,5,2
16479,4119,6,2
16480,4120,2,2
16481,4120,3,2
16482,4120,5,2
16483,4120,6,2
16484,4121,2,2
16485,4121,3,2
16486,4121,5,1
16487,4121,6,1
16488,4122,2,1
16489,4122,3,1
16490,4122,5,2
16491,4122,6,1
16492,4123,2,3
16493,4123,3,2
16494,4123,5,1
16495,4123,6,2
16496,4124,2,2
16497,4124,3,1
16498,4124,5,2
16499,4124,6,4
16500,4125,2,2
16501,4125,3,2
16502,4125,5,2
16503,4125,6,1
16504,4126,2,2
16505,4126,-1,-1
16506,4126,5,2
16507,4126,6,1
16508,4127,2,2
16509,4127,3,2
16510,4127,5,1
16511,4127,6,2
16512,4128,2,1
16513,4128,3,2
16514,4128,5,2
16515,4128,6,1
16516,4129,2,1
16517,4129,3,1
16518,4129,5,1
16519,4129,6,2
16520,4130,2,1
16521,4130,3,1
16522,4130,-1,-1
16523,4130,6,1
16524,4131,2,2
16525,4131,3,2
16526,4131,5,2
16527,4131,6,2
16528,4132,2,2
16529,4132,3,2
16530,4132,5,1
16531,4132,6,2
16532,4133,2,1
16533,4133,3,1
16534,4133,5,2
16535,4133,6,2
16536,4134,2,2
16537,4134,-1,-1
16538,4134,5,1
16539,4134,6,2
16540,4135,2,2
16541,4135,3,2
16542,4135,5,2
16543,4135,6,1
16544,4136,2,1
16545,4136,3,2
16546,4136,5,2
16547,4136,6,1
16548,4137,2,1
16549,4137,3,2
16550,4137,5,2
16551,4137,6,2
16552,4138,2,2
16553,4138,-1,-1
16554,4138,5,2
16555,4138,-1,-1
16556,4139,2,2
16557,4139,3,2
16558,4139,5,1
16559,4139,6,2
16560,4140,2,2
16561,4140,3,2
16562,4140,5,2
16563,4140,6,2
16564,4141,2,1
16565,4141,3,2
16566,4141,5,2
16567,4141,6,2
16568,4142,2,2
16569,4142,3,1
16570,4142,5,1
16571,4142,6,1
16572,4143,2,1
16573,4143,3,2
16574,4143,5,1
16575,4143,6,2
16576,4144,2,1
16577,4144,3,3
16578,4144,5,1
16579,4144,6,2
16580,4145,2,1
16581,4145,3,1
16582,4145,5,2
16583,4145,6,2
16584,4146,2,1
16585,4146,3,1
16586,4146,5,2
16587,4146,6,2
16588,4147,2,1
16589,4147,3,2
16590,4147,5,2
16591,4147,6,2
16592,4148,2,1
16593,4148,3,2
16594,4148,-1,-1
16595,4148,6,1
16596,4149,2,1
16597,4149,3,2
16598,4149,5,2
16599,4149,6,1
16600,4150,2,2
16601,4150,3,1
16602,4150,5,1
16603,4150,6,2
16604,4151,2,1
16605,4151,3,2
16606,4151,5,3
16607,4151,6,2
16608,4152,2,2
16609,4152,3,2
16610,4152,5,1
16611,4152,6,2
16612,4153,2,1
16613,4153,3,1
16614,4153,5,2
16615,4153,6,2
16616,4154,2,1
16617,4154,3,1
16618,4154,5,2
16619,4154,6,1
16620,4155,2,1
16621,4155,3,2
16622,4155,5,1
16623,4155,6,2
16624,4156,2,2
16625,4156,3,3
16626,4156,5,1
16627,4156,6,2
16628,4157,2,2
16629,4157,3,2
16630,4157,5,2
16631,4157,6,1
16632,4158,2,2
16633,4158,3,2
16634,4158,5,1
16635,4158,6,1
16636,4159,2,1
16637,4159,-1,-1
16638,4159,5,2
16639,4159,6,2
16640,4160,2,2
16641,4160,3,2
16642,4160,5,1
16643,4160,6,2
16644,4161,2,2
16645,4161,3,2
16646,4161,5,1
16647,4161,6,2
16648,4162,2,1
16649,4162,3,1
16650,4162,5,2
16651,4162,-1,-1
16652,4163,2,2
16653,4163,3,1
16654,4163,5,1
16655,4163,6,2
16656,4164,2,2
16657,4164,3,2
16658,4164,5,2
16659,4164,6,1
16660,4165,2,2
16661,4165,3,2
16662,4165,5,2
16663,4165,-1,-1
16664,4166,2,1
16665,4166,3,1
16666,4166,5,1
16667,4166,6,2
16668,4167,2,1
16669,4167,3,1
16670,4167,5,2
16671,4167,6,6
16672,4168,2,2
16673,4168,3,1
16674,4168,5,1
16675,4168,6,6
16676,4169,2,1
16677,4169,3,2
16678,4169,5,2
16679,4169,6,1
16680,4170,2,2
16681,4170,3,2
16682,4170,5,2
16683,4170,6,1
16684,4171,2,2
16685,4171,3,2
16686,4171,-1,-1
16687,4171,6,2
16688,4172,2,2
16689,4172,3,2
16690,4172,5,2
16691,4172,6,2
16692,4173,2,1
16693,4173,3,1
16694,4173,5,1
16695,4173,6,2
16696,4174,2,2
16697,4174,3,2
16698,4174,5,2
16699,4174,6,1
16700,4175,2,1
16701,4175,3,2
16702,4175,5,1
16703,4175,6,1
16704,4176,2,2
16705,4176,3,2
16706,4176,-1,-1
16707,4176,6,1
16708,4177,2,1
16709,4177,3,1
16710,4177,5,1
16711,4177,6,2
16712,4178,2,2
16713,4178,3,2
16714,4178,5,1
16715,4178,6,2
16716,4179,2,2
16717,4179,3,2
16718,4179,5,4
16719,4179,6,1
16720,4180,2,1
16721,4180,3,1
16722,4180,5,1
16723,4180,6,1
16724,4181,2,2
16725,4181,3,2
16726,4181,5,2
16727,4181,6,1
16728,4182,2,2
16729,4182,3,1
16730,4182,5,1
16731,4182,6,2
16732,4183,2,2
16733,4183,3,1
16734,4183,5,1
16735,4183,-1,-1
16736,4184,2,2
16737,4184,3,2
16738,4184,5,1
16739,4184,6,2
16740,4185,-1,-1
16741,4185,3,2
16742,4185,5,1
16743,4185,6,6
16744,4186,2,1
16745,4186,3,1
16746,4186,5,2
16747,4186,6,1
16748,4187,2,1
16749,4187,3,2
16750,4187,5,2
16751,4187,6,2
16752,4188,2,2
16753,4188,3,1
16754,4188,5,2
16755,4188,6,2
16756,4189,2,2
16757,4189,3,1
16758,4189,5,2
16759,4189,6,2
16760,4190,-1,-1
16761,4190,3,2
16762,4190,5,1
16763,4190,6,1
16764,4191,2,1
16765,4191,3,1
16766,4191,5,1
16767,4191,6,1
16768,4192,2,2
16769,4192,3,2
16770,4192,5,1
16771,4192,6,2
16772,4193,2,2
16773,4193,3,1
16774,4193,5,1
16775,4193,6,2
16776,4194,2,2
16777,4194,3,1
16778,4194,5,1
16779,4194,6,1
16780,4195,2,1
16781,4195,3,2
16782,4195,5,2
16783,4195,6,1
16784,4196,2,1
16785,4196,3,2
16786,4196,5,1
16787,4196,6,1
16788,4197,2,2
16789,4197,3,1
16790,4197,5,2
16791,4197,6,2
16792,4198,2,2
16793,4198,3,2
16794,4198,5,2
16795,4198,6,2
16796,4199,2,2
16797,4199,3,2
16798,4199,5,2
16799,4199,6,1
16800,4200,2,2
16801,4200,3,2
16802,4200,5,1
